Threshold,Accepted,Rejected,AcceptedAccuracy,RejectionRate,Precision,Recall,F1
0.5,17584,416,0.9708826205641492,0.02311111111111111,0.9709150846849791,0.9708826205641492,0.9708297890555126
0.51,17528,472,0.9720447284345048,0.026222222222222223,0.972091520170418,0.9720447284345048,0.9719989406586493
0.52,17476,524,0.9734493018997482,0.029111111111111112,0.9735035827678445,0.9734493018997482,0.9734072467959934
0.53,17438,562,0.9743089803876591,0.03122222222222222,0.974359485045415,0.9743089803876591,0.9742655311951118
0.54,17379,621,0.9753725760975891,0.0345,0.9754278464573267,0.9753725760975891,0.975330649887102
0.55,17331,669,0.9761121689458196,0.03716666666666667,0.9761752646947655,0.9761121689458196,0.976074707704408
0.56,17288,712,0.9768047200370199,0.03955555555555555,0.9768835618556377,0.9768047200370199,0.9767744576042778
0.5700000000000001,17229,771,0.9777119972139997,0.042833333333333334,0.977794350104936,0.9777119972139997,0.9776840279345889
0.5800000000000001,17163,837,0.9791411757851192,0.0465,0.979215565314932,0.9791411757851192,0.9791087219540139
0.5900000000000001,17124,876,0.9798528381219341,0.048666666666666664,0.9799319783949261,0.9798528381219341,0.9798222153486202
0.6000000000000001,17075,925,0.9806149341142021,0.05138888888888889,0.9807053004178695,0.9806149341142021,0.9805903779539893
0.6100000000000001,17023,977,0.9813193914116196,0.05427777777777778,0.9814170210349258,0.9813193914116196,0.9812997535482418
0.6200000000000001,16982,1018,0.9818042633376516,0.05655555555555555,0.981898837048324,0.9818042633376516,0.9817833338101928
0.6300000000000001,16932,1068,0.9826954878336877,0.059333333333333335,0.9828003327316406,0.9826954878336877,0.982679295982199
0.6400000000000001,16884,1116,0.9832977967306326,0.062,0.9834035866365163,0.9832977967306326,0.9832835921420512
0.6500000000000001,16843,1157,0.9836727423855608,0.06427777777777778,0.9837809006118846,0.9836727423855608,0.9836587832498426
0.6600000000000001,16794,1206,0.9844587352625938,0.067,0.9845702947166416,0.9844587352625938,0.9844449470424689
0.6700000000000002,16744,1256,0.9847706641184902,0.06977777777777777,0.9848865293202433,0.9847706641184902,0.98475876457078
0.6800000000000002,16687,1313,0.98519805836879,0.07294444444444445,0.9853170266848932,0.98519805836879,0.9851867297791987
0.6900000000000002,16630,1370,0.9855081178592905,0.07611111111111112,0.9856254623805144,0.9855081178592905,0.985496790576544
0.7000000000000002,16583,1417,0.9857685581619731,0.07872222222222222,0.9858882626559482,0.9857685581619731,0.9857570186049269
0.7100000000000002,16518,1482,0.9863179561690277,0.08233333333333333,0.9864426711965018,0.9863179561690277,0.9863102732971406
0.7200000000000002,16457,1543,0.9867533572340038,0.08572222222222223,0.9868828120256254,0.9867533572340038,0.9867489648450136
0.7300000000000002,16406,1594,0.9872607582591735,0.08855555555555555,0.9873915713269807,0.9872607582591735,0.9872566219333718
0.7400000000000002,16352,1648,0.987646771037182,0.09155555555555556,0.9877839975065106,0.987646771037182,0.9876461152304433
0.7500000000000002,16285,1715,0.9878415719987719,0.09527777777777778,0.9879776117546902,0.9878415719987719,0.9878416973322197
0.7600000000000002,16241,1759,0.9879933501631672,0.09772222222222222,0.9881325697219855,0.9879933501631672,0.9879952382971037
0.7700000000000002,16152,1848,0.9886082218920258,0.10266666666666667,0.9887508700627762,0.9886082218920258,0.9886120581330932
0.7800000000000002,16070,1930,0.9890479153702552,0.10722222222222222,0.9891932067956104,0.9890479153702552,0.9890552063316689
0.7900000000000003,15996,2004,0.9890597649412353,0.11133333333333334,0.9892065389704088,0.9890597649412353,0.9890677296631366
