Threshold,Accepted,Rejected,AcceptedAccuracy,RejectionRate,Precision,Recall,F1
0.5,8995,5,0.9919955530850473,0.0005555555555555556,0.9921458112188649,0.9919955530850473,0.9920150072973306
0.51,8994,6,0.99210584834334,0.0006666666666666666,0.9922488778626889,0.99210584834334,0.9921244316646441
0.52,8993,7,0.9922161681307684,0.0007777777777777777,0.9923606574600075,0.9922161681307684,0.9922351333741523
0.53,8992,8,0.9922153024911032,0.0008888888888888889,0.9923598048222624,0.9922153024911032,0.9922342660448251
0.54,8989,11,0.9924351985760373,0.0012222222222222222,0.9925823269557352,0.9924351985760373,0.9924557788735112
0.55,8986,14,0.9925439572668595,0.0015555555555555555,0.9926929203439515,0.9925439572668595,0.9925655922770568
0.56,8986,14,0.9925439572668595,0.0015555555555555555,0.9926929203439515,0.9925439572668595,0.9925655922770568
0.5700000000000001,8986,14,0.9925439572668595,0.0015555555555555555,0.9926929203439515,0.9925439572668595,0.9925655922770568
0.5800000000000001,8984,16,0.992653606411398,0.0017777777777777779,0.9928030534850877,0.992653606411398,0.9926758051690423
0.5900000000000001,8981,19,0.9928738447834317,0.002111111111111111,0.9930253510916109,0.9928738447834317,0.9928969893414841
0.6000000000000001,8980,20,0.9928730512249443,0.0022222222222222222,0.9930245723491286,0.9928730512249443,0.9928961950503546
0.6100000000000001,8980,20,0.9928730512249443,0.0022222222222222222,0.9930245723491286,0.9928730512249443,0.9928961950503546
0.6200000000000001,8980,20,0.9928730512249443,0.0022222222222222222,0.9930245723491286,0.9928730512249443,0.9928961950503546
0.6300000000000001,8979,21,0.9929836284664216,0.0023333333333333335,0.9931348331306611,0.9929836284664216,0.9930067192951676
0.6400000000000001,8978,22,0.9929828469592337,0.0024444444444444444,0.99313405734281,0.9929828469592337,0.993005930745881
0.6500000000000001,8976,24,0.9930926916221033,0.0026666666666666666,0.9932451621922808,0.9930926916221033,0.9931160489504195
0.6600000000000001,8975,25,0.9930919220055711,0.002777777777777778,0.9932443983925164,0.9930919220055711,0.9931152722800138
0.6700000000000002,8974,26,0.993202585246267,0.0028888888888888888,0.9933567644342808,0.993202585246267,0.9932263218566484
0.6800000000000002,8970,30,0.9931995540691193,0.0033333333333333335,0.9933537801727255,0.9931995540691193,0.9932232823602956
0.6900000000000002,8967,33,0.9933087989294078,0.0036666666666666666,0.993463750630627,0.9933087989294078,0.9933335977036744
0.7000000000000002,8965,35,0.9935303959843838,0.0038888888888888888,0.9936774086105589,0.9935303959843838,0.993553823019365
0.7100000000000002,8965,35,0.9935303959843838,0.0038888888888888888,0.9936774086105589,0.9935303959843838,0.993553823019365
0.7200000000000002,8963,37,0.9936405221466027,0.004111111111111111,0.99378801503524,0.9936405221466027,0.9936644575367313
0.7300000000000002,8962,38,0.9936398125418433,0.004222222222222222,0.9937873198200485,0.9936398125418433,0.993663747272687
0.7400000000000002,8960,40,0.99375,0.0044444444444444444,0.9938992420727168,0.99375,0.993774787479646
0.7500000000000002,8960,40,0.99375,0.0044444444444444444,0.9938992420727168,0.99375,0.993774787479646
